,name,gender,born_date,born_year,born_place,born_country,died_date,died_year,died_place,died_country,degree,degree_generalized,university,university_country,graduate_year,main_classification,classification_indices,earliest_publication,publication_count,advisor_count,student_count,descendant_count,summary
692,Delfino Codazzi,M,7 March 1824,1824.0,Lodi (now Italy),Italy,21 July 1873,1873.0,"Pavia, Italy",Italy,,,,,,,,,,,,,Delfino Codazzi was an Italian mathematician who worked in differential geometry.
693,Judita Cofman,F,4 June 1936,1936.0,"Vrsac, Vojvodina, Yugoslavia (now Serbia)",Serbia,19 December 2001,2001.0,"Debrecen, Hungary",Hungary,Ph.D.,Ph.D.,University of Novi Sad,Serbia,1963.0,50.0,"['50', '05', '00', '20', '11']",1964.0,31.0,1.0,1.0,51.0,Judita Cofman was the first person to be awarded a Ph.D. in mathematics from the University of Novi Sad. She worked on finite geometry and mathematical education. The second half of her career was as a school teacher in London.
694,Paul Joseph Cohen,M,2 April 1934,1934.0,"Long Branch, New Jersey, USA",United States,23 March 2007,2007.0,"Palo Alto, California, USA",United States,Ph.D.,Ph.D.,The University of Chicago,United States,1958.0,2.0,"['02', '42', '03', '46', '90', '53', '35', '30', '26', '00']",1958.0,27.0,1.0,6.0,301.0,Paul Cohen was an American mathematian who used a technique called forcing to prove the independence in set theory of the axiom of choice and of the generalised continuum hypothesis.
695,Jacob Willem Cohen,M,27 August 1923,1923.0,"Leeuwarden, The Netherlands",Netherlands,12 November 2000,2000.0,"Den Haag, The Netherlands",Netherlands,Ph.D.,Ph.D.,Technische Universiteit Delft,Netherlands,1955.0,60.0,"['60', '01', '94', '90', '68', '62']",1956.0,64.0,1.0,12.0,144.0,Wim Cohen was a Dutch mathematician who worked in queueing theory and statistics.
696,Paul Moritz Cohn,M,8 January 1924,1924.0,"Hamburg, Germany",Germany,20 April 2006,2006.0,"London, England",United Kingdom,Ph.D.,Ph.D.,University of Cambridge,United Kingdom,1952.0,16.0,"['16', '20', '00', '09', '17', '15', '12', '14', '08', '01', '94', '13', '11', '02', '68', '06']",1952.0,185.0,1.0,17.0,82.0,"Paul Cohn was a German-born mathematician who worked in England, mainly in the area of algebra, especially non-commutative rings."
697,Stefan Emmanuilovich Cohn-Vossen,M,28 May 1902,1902.0,"Breslau, Germany, now Wrocław, Poland",Germany,25 June 1936,1936.0,"Moscow, Russia",Russia,Dr. phil.,Ph.D.,Universität Breslau,Germany,1924.0,50.0,"['50', '53', '51', '48']",1952.0,6.0,1.0,0.0,0.0,"Stefan Cohn-Vossen was a mathematician, born in what is now Poland, who is known for his collaboration with David Hilbert on a geometry book."
698,Frank Nelson Cole,M,20 September 1861,1861.0,"Ashland, Massachusetts, USA",United States,26 May 1926,1926.0,"New York, USA",United States,Ph.D.,Ph.D.,Harvard University,United States,1886.0,20.0,"['20', '05']",1886.0,17.0,1.0,3.0,3113.0,"Frank Cole was an American mathematician whose main research contributions are to number theory, in particular to prime numbers, and to group theory."
699,John William Colenso,M,24 January 1814,1814.0,"St Austell, Cornwall, England",United Kingdom,20 July 1883,1883.0,"Bishopstowe, Natal, South Africa",South Africa,,,,,,,,,,,,,"John William Colenso was an English mathematician, theologian, Biblical scholar and social activist, who was the first Church of England Bishop of Natal."
700,Henry Coley,M,18 October 1633,1633.0,"Oxford, England",United Kingdom,30 April 1704,1704.0,"London, England",United Kingdom,,,,,,,,,,,,,Henry Coley was an English 17th century astrologer and mathematician who published a famous astrology text Clavis astrologiae and taught mathematics at his house in London.
701,Lothar Collatz,M,6 July 1910,1910.0,"Arnsberg, Westphalia, Germany",Germany,26 September 1990,1990.0,"Varna, Bulgaria",Bulgaria,Dr. phil.,Ph.D.,Universität Berlin,Germany,1935.0,65.0,"['65', '41', '34', '05', '58', '90', '45', '36', '35', '01', '69', '52', '49', '47', '80', '76', '68', '55', '46', '42', '39', '27', '20', '11', '09', '00']",1939.0,189.0,2.0,52.0,1607.0,"Lothar Collatz was a German mathematician who worked in numerical analysis and is best known for the eponymous ""3x + 1 problem""."
702,Edward Foyle Collingwood,M,17 January 1900,1900.0,"Alnwick, Northumberland, England",United Kingdom,25 October 1970,1970.0,"Alnwick, Northumberland, England",United Kingdom,Ph.D.,Ph.D.,University of Cambridge,United Kingdom,1929.0,30.0,"['30', '01']",1948.0,38.0,1.0,1.0,109.0,Edward Collingwood was an English mathematician who worked in complex analysis.
703,Roger Collingwood,M,about 1480,1480.0,"Diocese of Durham, England",United Kingdom,about 1520,1520.0,,,,,,,,,,,,,,,"Roger Collingwood was one of the first professional mathematics lecturers, and, alongside service in the Church, was responsible for the mathematical text, Arithmetica experimentalis."
704,John Collins,M,5 March 1624,1624.0,"Wood Eaton (4km north of Oxford), England",United Kingdom,10 November 1683,1683.0,"London, England",United Kingdom,,,,,,,,,,,,,John Collins was an English accountant and publisher who corresponded extensively with the mathematicians of his day.
705,John Colson,M,1680,1680.0,"Lichfield, Staffordshire, England",United Kingdom,20 January 1760,1760.0,"Cambridge, England",United Kingdom,,,,,,,,,,,,,John Colson was an English clergyman and mathematician who translated several of Newton's books into Engish.
706,John Theodore Combridge,M,28 August 1897,1897.0,"Brighton, England",United Kingdom,10 December 1986,1986.0,"Watford, England",United Kingdom,,,,,,,[],0.0,0.0,,,,Theodore Combridge was an English 20th century mathematician and administrator. He published papers on general relativity and on the beginnings of the Mathematical Association and the Inititute of Mathematics and its Applications.
707,Annibale Comessatti,M,30 January 1886,1886.0,"Udine, Austrian Empire (now Italy)",Austria,13 September 1945,1945.0,"Padua, Italy",Italy,,,,,,14.0,"['14', '09']",1940.0,4.0,,,,Annibale Comessatti was an Italian mathematician who worked in in algebraic geometry.
708,Frederico Commandino,M,1506,1506.0,Urbino (now Italy),Italy,5 September 1575,1575.0,Urbino (now Italy),Italy,,,,,,,,,,,,,Frederico Commandino was an Italian mathematician who published important translations of works of the Ancient Greek mathematicians.
709,Peter Comrie,M,17 July 1868,1868.0,"Muthill, near Crieff, Perthshire, Scotland",United Kingdom,20 December 1944,1944.0,"Edinburgh, Scotland",United Kingdom,,,,,,1.0,['01'],1941.0,1.0,,,,Peter Comrie graduated from St Andrews and after a series of teaching posts became Rector of Leith Academy.
710,Charles Marie de La Condamine,M,28 January 1701,1701.0,"Paris, France",France,4 February 1774,1774.0,"Paris, France",France,,,,,,,,,,,,,Charles-Marie La Condamine was a French mathematician and surveyor who took part in an expedition to South America to measure a degree of latitude.
711,Marie Jean Antoine Nicolas de Caritat Condorcet,M,17 September 1743,1743.0,"Ribemont, France",France,29 March 1794,1794.0,"Bourg-la-Reine (near Paris), France",France,,,,,,,,,,,,,The Marquis de Condorcet's most important work was on probability and the philosophy of mathematics.
712,Fabio Conforto,M,13 August 1909,1909.0,"Trieste, Austro-Hungary (now Italy)",Hungary,24 February 1954,1954.0,"Rome, Italy",Italy,Ph.D.,Ph.D.,,,,14.0,"['14', '30', '73', '36', '01', '65', '54', '51', '27', '09']",1939.0,34.0,0.0,1.0,3.0,"Fabio Conforto was an Italian mathematician who worked in algebraic geometry, projective geometry and analytic geometry."
713,Alain Connes,M,1 April 1947,1947.0,"Draguignan, Var, France",France,,,,,Ph.D.,Ph.D.,École Normale Supérieure Paris,France,1973.0,58.0,"['58', '46', '81', '11', '14', '00', '83', '19', '12', '01', '57', '18', '16', '51', '37', '28', '20', '02', '82', '55', '47', '34', '30', '15', '13']",1969.0,284.0,1.0,13.0,136.0,Alain Connes is a French mathematician and theoretical physicist who works in operator algebras and noncommutative geometry.
714,Conon of Samos,M,about 280 BC,-279.0,"Samos, Greece",Greece,about 220 BC,-219.0,"(possibly) Alexandria, Egypt",Egypt,,,,,,,,,,,,,Conon of Samos was a Greek astronomer and mathematician who discovered the curve now known as the spiral of Archimedes.
715,Hermann of Reichenau,M,18 July 1013,1013.0,"Saulgau, Swabia, Germany",Germany,24 September 1054,1054.0,"Reichenau, Germany",Germany,,,,,,,,,,,,,"Hermann of Reichenau was a German mathematician who important for the transmission of Arabic mathematics, astronomy and scientific instruments into central Europe."
716,Arthur William Conway,M,2 October 1875,1875.0,"Wexford, Ireland",Ireland,11 July 1950,1950.0,"Dublin, Ireland",Ireland,,,,,,81.0,['81'],1948.0,1.0,,,,Arthur Conway was an Irish mathematician and mathematical physicist who wrote one of the first books on relativity and co-edited two volumes of William Rowan Hamilton's collected works.
717,John Horton Conway,M,26 December 1937,1937.0,"Liverpool, England",United Kingdom,11 April 2020,2020.0,"Princeton, New Jersey, USA",United States,Ph.D.,Ph.D.,University of Cambridge,United Kingdom,1964.0,11.0,"['11', '20', '52', '94', '10', '90', '05', '00', '81', '91', '51', '57', '58', '55', '50', '17', '12', '03', '02', '01', '68', '22', '06', '04']",1964.0,184.0,1.0,20.0,139.0,"John Conway was an English mathematician who has produced many results in the theory of finite groups, knot theory, number theory, combinatorial game theory and coding theory. He also made many contributions to recreational mathematics, including the Game of Life."
718,Gloria Conyers Hewitt,F,26 October 1935,1935.0,"Sumter, South Carolina, USA",United States,,,,,Ph.D.,Ph.D.,University of Washington,United States,1962.0,8.0,"['08', '16']",1962.0,4.0,1.0,1.0,1.0,Gloria Hewitt is an American mathematician who undertook research in algebra. She became the first African American woman to chair a university mathematics department in the United States.
719,Julian Lowell Coolidge,M,28 September 1873,1873.0,"Brookline, Boston, Massachusetts, USA",United States,5 March 1954,1954.0,"Cambridge, Massachusetts, USA",United States,Ph.D.,Ph.D.,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,1904.0,1.0,"['01', '53', '60', '51', '50', '14', '48', '30', '11']",1899.0,44.0,1.0,3.0,3.0,Julian Coolidge was an American mathematician best known for his texts on geometry and on the history of mathematics.
720,Jacob Lionel Bakst Cooper,M,27 December 1915,1915.0,"Beaufort West, Cape Province, South Africa",South Africa,8 August 1979,1979.0,"London, England",United Kingdom,D.Phil.,Ph.D.,University of Oxford,United Kingdom,1940.0,42.0,"['42', '46', '47', '44', '81', '36', '01', '80', '73', '65', '56', '43', '34', '30', '27', '22', '06']",1939.0,41.0,1.0,5.0,75.0,"Lionel Cooper was a South African mathematician who worked in operator theory, thermodynamics, functional analysis and differential equations."
721,William Wager Cooper,M,23 July 1914,1914.0,"Birmingham, Alabama, USA",United States,20 June 2012,2012.0,"Austin, Texas, USA",United States,A.B.D.,Ph.D.,Columbia University,United States,1942.0,90.0,"['90', '62', '52', '01', '91', '65']",1953.0,72.0,0.0,4.0,176.0,"Bill Cooper was an American operational researcher, known for his applications of linear programming to management science."
722,Nicolaus Copernicus,M,19 February 1473,1473.0,"Toruń, Poland",Poland,24 May 1543,1543.0,"Frauenburg (now Frombork), Poland",Poland,Juris utriusque Doctor,Ph.D.,Università di Bologna and Università degli Studi di Padova and Uniwersytet Jagielloński and Università degli Studi di Ferrara,Italy,1499.0,1.0,['01'],1940.0,11.0,2.0,1.0,156972.0,"Copernicus was a Polish astronomer and mathematician whose theory that the Earth moved around the Sun profoundly altered later workers' view of the universe, but was rejected by the Catholic church."
723,Edward Thomas Copson,M,21 August 1901,1901.0,"Coventry, England",United Kingdom,16 February 1980,1980.0,"St Andrews, Fife, Scotland",United Kingdom,,,,,,35.0,"['35', '78', '36', '26', '41', '76', '45', '33', '85', '83', '65', '54', '53', '40', '27']",1939.0,40.0,,,,Edward Copson was an expert on Complex Analysis and was Regius Professor of Mathematics at St Andrews from 1950 until 1969.
724,Gaspard Gustave de Coriolis,M,21 May 1792,1792.0,"Paris, France",France,19 September 1843,1843.0,"Paris, France",France,,,,,,,,,,,,,Gaspard-Gustave de Coriolis is best remembered for the Coriolis force. He showed that the laws of motion could be used in a rotating frame of reference.
725,Ernest Corominas i Vigneaux,M,1 February 1913,1913.0,"Barcelona, Spain",Spain,24 January 1992,1992.0,"Lyon, France",France,Ph.D.,Ph.D.,Université de Paris,France,1952.0,,,,,1.0,3.0,23.0,Ernest Corominas was a Catalan mathematician who worked in South America and ended up in France. He worked on generalised derivatives and ordered sets.
726,Johannes Gaultherus van der Corput,M,4 September 1890,1890.0,"Rotterdam, The Netherlands",Netherlands,13 September 1975,1975.0,"Amsterdam, The Netherlands",Netherlands,Ph.D.,Ph.D.,Universiteit Leiden,Netherlands,1919.0,10.0,"['10', '41', '40', '09', '42', '65', '44', '39', '48', '36', '33', '27', '05']",1920.0,101.0,1.0,29.0,1854.0,Johannes van der Corput was a Dutch mathematician who worked in the field of analytic number theory.
727,Eugène Maurice Pierre Cosserat,M,4 March 1866,1866.0,"Amiens, France",France,31 May 1931,1931.0,"Toulouse, France",France,,,,,,,,,,,,,Cosserat studied the deformation of surfaces which led him to a theory of elasticity.
728,François Nicolas Cosserat,M,26 October 1852,1852.0,"Douai, France",France,22 March 1914,1914.0,France,France,,,,,,,,,,,,,François Cosserat was a French engineer and mathematician known by his theories about deformable bodies written with his brother Eugène.
729,Charles Gladstone Costley,M,27 May 1928,1928.0,"Kingston, Jamaica",Jamaica,18 March 1997,1997.0,"Mount Vernon, Westchester, New York, USA",United States,Ph.D.,Ph.D.,University of Illinois at Urbana-Champaign,United States,1960.0,45.0,"['45', '47', '30', '28']",1960.0,9.0,1.0,0.0,0.0,"Charles Gladstone Costley was an African American mathematician who was encouraged by Lee Lorch at Fisk University in Nashville, Tennessee. He was awarded a Ph.D. by the University of Illinois, served at McGill University in Montreal and published an excellent series of papers on integral eqations."
730,Roger Cotes,M,10 July 1682,1682.0,"Burbage, Leicestershire, England",United Kingdom,5 June 1716,1716.0,"Cambridge, England",United Kingdom,M.A.,M.A.,University of Cambridge,United Kingdom,1706.0,,,,,1.0,2.0,27396.0,"Roger Cotes was an English mathematician who edited the second edition of Newton's Principia. He made advances in the theory of logarithms, the integral calculus and in numerical methods, particularly interpolation."
731,Mischa Cotlar,M,1 August 1913,1913.0,"Sarny, Ukraine",Ukraine,16 January 2007,2007.0,"Buenos Aires, Argentina",Argentina,Ph.D.,Ph.D.,The University of Chicago,United States,1953.0,47.0,"['47', '42', '46', '27', '44', '30', '28', '10', '01', '41', '20', '09', '60', '56', '31', '22', '06', '00']",1940.0,96.0,1.0,11.0,66.0,"Mischa Cotlar was a Uruguayan mathematician who worked in the fields of harmonic analysis, ergodic theory and spectral theory."
732,Charles Augustin de Coulomb,M,14 June 1736,1736.0,"Angoulême, France",France,23 August 1806,1806.0,"Paris, France",France,,,,,,,,,,,,,Charles Coulomb worked on applied mechanics but he is best known for his work on electricity and magnetism.
733,Charles Alfred Coulson,M,13 December 1910,1910.0,"Dudley, near Birmingham, England",United Kingdom,7 January 1974,1974.0,"Oxford, England",United Kingdom,Ph.D.,Ph.D.,University of Cambridge,United Kingdom,1936.0,81.0,"['81', '65', '60', '36', '35', '34', '33', '26', '09', '02', '00']",1941.0,20.0,2.0,8.0,284.0,"Charles Coulson's main area of interest was molecular physical chemistry, but he contributed to many other areas."
734,Richard Courant,M,8 January 1888,1888.0,"Lublinitz, Germany (now Lubliniec, Poland)",Germany,27 January 1972,1972.0,"New Rochelle, New York, USA",United States,Ph.D.,Ph.D.,Georg-August-Universität Göttingen,Germany,1910.0,35.0,"['35', '00', '49', '30', '26', '01', '36', '79', '76', '65', '53', '69', '68', '52', '39', '27']",1911.0,78.0,1.0,44.0,8716.0,Richard Courant was a Polish-born applied mathematician best known for founding the Institute named after him in New York.
735,Antoine Augustin Cournot,M,28 August 1801,1801.0,"Gray, Haute-Saône, Franche-Comté, France",France,31 March 1877,1877.0,"Paris, France",France,,,,,,1.0,['01'],1984.0,2.0,,,,Antoine Cournot was a French mathematician who was a pioneer of mathematical economics.
